version_id,scenario_code,scenario_set_code,order_index,scenario_text_en,scenario_text_ar
v2,D09_40,deep_09,40,Work messages invade your personal time,رسائل العمل تتدخل في وقتك الشخصي
v2,D09_41,deep_09,41,Comparison online makes you doubt your path,المقارنة عبر الإنترنت تجعلك تشك بمسارك
v2,D09_42,deep_09,42,A new teammate is left out of the group,زميل جديد مُستبعد من المجموعة
v2,D09_43,deep_09,43,Someone close feels hurt by your choices,شخص قريب تأذى من خياراتك
v2,D09_44,deep_09,44,You must choose between comfort and growth,عليك الاختيار بين الراحة والنمو
v2,D09_45,deep_09,45,A small issue could become a safety risk,مشكلة صغيرة قد تصبح خطر سلامة
v2,D09_46,deep_09,46,Pressure rises and your performance matters,الضغط يرتفع وأداؤك مهم
v2,D09_47,deep_09,47,Public praise comes and you feel exposed,مدح علني يأتي وتشعر بأنك مكشوف
v2,D09_48,deep_09,48,Ending the day with calm feels hard,إنهاء اليوم بهدوء يبدو صعبًا
v2,D10_01,deep_10,1,A small breach of trust appears in a close relationship,يظهر خرق صغير للثقة في علاقة قريبة
v2,D10_02,deep_10,2,Your work contribution is minimized in public,يتم التقليل من مساهمتك في العمل أمام الآخرين
v2,D10_03,deep_10,3,Stress shows up as headaches or tight chest,الضغط يظهر كصداع أو ضيق في الصدر
v2,D10_04,deep_10,4,A friend repeatedly forgets your important days,صديق ينسى مناسباتك المهمة مرارًا
v2,D10_05,deep_10,5,A new opportunity offers growth but unclear expectations,فرصة جديدة تقدم نموًا لكن توقعاتها غير واضحة
v2,D10_06,deep_10,6,You feel finances are stable but not secure,تشعر أن المال مستقر لكنه غير آمن
v2,D10_07,deep_10,7,You feel spiritually dry and distracted,تشعر بجفاف روحي وتشتت
v2,D10_08,deep_10,8,A family member shares your private news,أحد أفراد العائلة يشارك خبرًا خاصًا عنك
v2,D10_09,deep_10,9,You notice a safety risk being ignored at home,تلاحظ خطر سلامة يتم تجاهله في المنزل
v2,D10_10,deep_10,10,Your routine is strong then breaks after travel,روتينك قوي ثم ينكسر بعد السفر
v2,D10_11,deep_10,11,A colleague suggests hiding a mistake to look good,زميل يقترح إخفاء خطأ للظهور بمظهر جيد
v2,D10_12,deep_10,12,Your ideas are heard only when someone else repeats them,أفكارك تُسمع فقط حين يكررها شخص آخر
v2,D10_13,deep_10,13,Home feels cold and without warmth,المنزل يبدو باردًا وبدون دفء
v2,D10_14,deep_10,14,A neighbor seems lonely but avoids help,جار يبدو وحيدًا لكنه يتجنب المساعدة
v2,D10_15,deep_10,15,A learning goal could change your career path,هدف تعلم قد يغير مسارك المهني
v2,D10_16,deep_10,16,You see unequal opportunities in a group,ترى فرصًا غير متساوية في مجموعة
v2,D10_17,deep_10,17,Evenings feel empty and joyless,الأمسيات تبدو فارغة بلا فرح
v2,D10_18,deep_10,18,A friend messages late nightly and expects replies,صديق يراسل ليلًا يوميًا ويتوقع ردًا
v2,D10_19,deep_10,19,You receive feedback that feels humiliating,تتلقى ملاحظة تشعرك بالإهانة
v2,D10_20,deep_10,20,You are deciding whether to relocate for a role,تقرر إن كنت ستنتقل من أجل وظيفة
v2,D10_21,deep_10,21,You feel trapped by commitments you accepted,تشعر أنك محاصر بالتزامات قبلتها
v2,D10_22,deep_10,22,You want a side project but you are exhausted,تريد مشروعًا جانبيًا لكنك مرهق
v2,D10_23,deep_10,23,Family conflict escalates and needs a mediator,خلاف عائلي يتصاعد ويحتاج وسيطًا
v2,D10_24,deep_10,24,Someone is mocked and the room stays silent,شخص يتعرض للسخرية والجميع صامت
v2,D10_25,deep_10,25,Your body asks for recovery but you keep pushing,جسدك يطلب التعافي وأنت تواصل الضغط
v2,D10_26,deep_10,26,Your learning plans keep slipping every month,خطط التعلم تتأجل كل شهر
v2,D10_27,deep_10,27,You want security without losing flexibility,تريد أمانًا دون فقدان المرونة
v2,D10_28,deep_10,28,You miss a sense of belonging,تفتقد شعور الانتماء
v2,D10_29,deep_10,29,A team decision harms quality and no one speaks up,قرار فريق يضر الجودة ولا أحد يتكلم
v2,D10_30,deep_10,30,An invitation clashes with your priorities,دعوة تتعارض مع أولوياتك
v2,D10_31,deep_10,31,Stress blocks your creativity,الضغط يوقف إبداعك
v2,D10_32,deep_10,32,A free day comes and guilt appears,يأتي يوم فراغ ويظهر الذنب
v2,D10_33,deep_10,33,A friend asks again for financial help,صديق يطلب مجددًا مساعدة مالية
v2,D10_34,deep_10,34,A habit breaks when your schedule changes,عادة تنكسر عندما يتغير جدولك
v2,D10_35,deep_10,35,A bold opportunity appears with real risk,فرصة جريئة تظهر مع مخاطرة حقيقية
v2,D10_36,deep_10,36,Friends plan a trip without clear roles and costs,الأصدقاء يخططون لرحلة دون وضوح أدوار وتكاليف
v2,D10_37,deep_10,37,You want respect at work without conflict,تريد احترامًا في العمل دون صدام
v2,D10_38,deep_10,38,A community initiative needs consistent follow up,مبادرة مجتمعية تحتاج متابعة ثابتة
v2,D10_39,deep_10,39,After a big win you feel empty inside,بعد إنجاز كبير تشعر بفراغ داخلي
v2,D10_40,deep_10,40,Work invades your evenings and weekends,العمل يقتحم أمسياتك وعطلاتك
v2,D10_41,deep_10,41,Online comparison makes you doubt your worth,المقارنة عبر الإنترنت تجعلك تشك في قيمتك
v2,D10_42,deep_10,42,A new teammate is left out of the group,زميل جديد يُستبعد من المجموعة
v2,D10_43,deep_10,43,Someone close feels hurt by your absence,شخص قريب تأذى من غيابك
v2,D10_44,deep_10,44,You must choose between comfort and growth,عليك الاختيار بين الراحة والنمو
v2,D10_45,deep_10,45,A small issue could become a safety risk,مشكلة صغيرة قد تصبح خطر سلامة
v2,D10_46,deep_10,46,Pressure rises and performance matters,الضغط يرتفع والأداء مهم
v2,D10_47,deep_10,47,Unexpected praise comes and you feel exposed,مدح غير متوقع يأتي وتشعر بأنك مكشوف
v2,D10_48,deep_10,48,You want to end the day with calm not scrolling,تريد إنهاء اليوم بهدوء لا بتصفح
